OBJECTID,fpbFtrID,fpbLong,fpbLat,fpbSiteID,fpbRevDt,fpbOFtrID,fpbONm,fpbOSiteID,fpbLocMd,fpbLocAccu,fpbLocDt,fpbFtrTy,fpbFtrNm,fpbRmvDt,fpbMltFtr,fpbFPasSta,fpbStaEvDt,fpbStaEvMd,fpbFySta,fpbFyCrit,fpbCrdDesc,Permanent_Identifier,ReachCode,Measure,EventDate,ReachSMDate,ReachResolution,fpbStrNm,fpbRdID,fpbRdMile,fpbRdNm,fpbLocONm,fpbFtrSTy,fpbFtrNmSr,fpbHeight,fpbLength,fpbWidth,fpbSlope,fpbDrop,fpbOrYr,fpbModDt,fpbModTy,fpbModDesc,fpbDesONm,fpbOwn,fpbLOwn,fpbOperate,fpbFyOwn,fpbOwnTy,fpbLOwnTy,fpbOwnONm,fpbFyTy,fpbFySTy,fpbFyOrYr,fpbFPasONm,fpbLocMdD,fpbFtrTyD,fpbFtrSTyD,fpbEvMdFAD,fpbEvMdPAD,fpbFyTyD,fpbOwnTyD,fpbLOwnTyD,fpbComment,fpbStrID,fpbStrMeas,OWEB_status,OWEB_userid,GlobalID,PriorityGroup
10434,18898,-123.0137711,45.45146179,18880,20100701,OR01561,OWRD,OR01561,DigDerive,200,20090000,Dam,Dober 3,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{DB91E4D3-DE1D-4AC7-8819-EB2899C7E26F},17090010003557,50.846,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,,,,,same,DamPermanent,other,25,,230,,,1957,,,,same,Fredrick M. Menzil,,,,Private,,same,Unknown,,,same,,,,,,,,,,1230136454473,0.499,,,{D6BB2DE6-757F-4F78-8B19-8E30BC670AFC},
10435,18899,-119.614418,42.09389114,18881,20190927,OR01580,USBLM-OR-Lakeview,OR01580,DigDerive,200,20090000,Dam,Drift Reservoir (BLM),,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{85059597-4EB5-48FA-AC54-32384D9585A5},17120008001670,41.741,2019-09-27T12:37:18.000,2013-11-22T16:19:38.000,2,Unnamed trib to Piute Creek,,,,same,DamPermanent,other,16,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1196100420679,3.36,,,{997BEC8A-C1F4-49B7-AF5D-EB02960F9A2C},
10436,18900,-117.4373932,42.51387023,18882,20190927,OR01599,USBLM-OR-Vale,OR01599,DigDerive,200,20090000,Dam,Dry Hole Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{E4577199-6F29-47CE-B0EC-0508B4EE836F},17050109001904,16.309,2019-09-27T12:37:18.000,2012-07-20T00:00:00.000,2,Unnamed trib to Dry Creek,,,,same,DamPermanent,other,11.60000038,,1964,,,1964,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1174440425185,0.907,,,{69B26913-B2C8-4C1E-BDE9-5F55F533907D},
10437,18901,-117.9072189,42.26448059,18883,20190927,OR01632,USBLM-OR-Vale,OR01632,DigDerive,200,20090000,Dam,Echave Reservoir #3 (BLM),,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{DFD4F76D-EB49-4D86-B81B-632B403D7552},16040201000160,1.647,2019-09-27T12:37:18.000,2012-07-21T00:00:00.000,2,Blue Mtn. Draw,,,,same,DamPermanent,other,12.39999962,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1178065421928,13.298,,,{EF581FB0-D1DA-495A-9863-FCE83DEE4C77},
10438,18902,-117.3998108,42.84811019,18884,20190927,OR01643,USBLM-OR-Vale,OR01643,DigDerive,200,20090000,Dam,Eiguren Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{B744BE9A-76D6-4E03-A9F5-CFFF7C68943B},17050108001819,74.278,2019-09-27T13:41:59.000,2012-07-20T00:00:00.000,2,Unnamed trib to Owyhee River,,,,same,DamPermanent,other,24,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1174984428575,9.533,,,{9AB6F657-7F01-4579-B3E4-6D56F82A0133},
10439,18903,-123.2199402,43.08074951,18885,20100701,OR01648,OWRD,OR01648,DigDerive,200,20090000,Dam,Eleanor Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{9FB5E1B5-E6B4-4E3E-8D0E-68D3F2F2EF66},17100302008065,25.03,2015-07-10T13:01:43.000,2012-02-25T00:00:00.000,2,Big Lick,,,,same,DamPermanent,other,16,,,,,,,,,same,Durant Wadsworth,,,,Private,,same,Unknown,,,same,,,,,,,,,,1232036430605,2.85,,,{2F400793-5282-4157-9C76-8418E495C827},
10440,18904,-121.5902023,45.52190017,18886,20100701,OR01653,OWRD,OR01653,DigDerive,200,20090000,Dam,Emil Creek Reg. Dam,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{9657FF03-EAC4-4200-B680-2DCD2A310F55},17070105000390,74.627,2015-07-10T13:01:43.000,2012-02-24T00:00:00.000,2,Emil Creek,,,,same,DamPermanent,other,20,,,,,,,,,same,"Dave Compton, c/o Middle Fork ID",,,,PubSpDistrict,,same,Unknown,,,same,,,,,,,,,,1215870455561,4.219,,,{061A0AEA-0E55-4701-81AA-718F21D758A1},
10441,18905,-123.4129036,44.3603568,18887,20100701,OR01986,OWRD,OR01986,DigDerive,200,20090000,Dam,Hull-Oakes Lumber Co. Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{AC5B60A1-6BE9-4E9B-AC87-9524186CC574},17090003001021,7.921,2015-07-10T13:01:43.000,2012-02-23T00:00:00.000,2,"Miller Creek, trib to Oliver Creek",,,,same,DamPermanent,other,10,,,,,,,,,same,Hull-Oakes Lumber Co.,,,,Private,,same,Unknown,,,same,,,,,,,,,,1234126443602,0.274,,,{6242576A-1B45-4171-A269-0098EBCFBC18},
10442,18906,-117.5685577,43.74877929,18888,20190927,OR01989,USBLM-OR-Vale,OR01989,DigDerive,200,20090000,Dam,Hunter Creek Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{5DBE4786-EA4E-44F2-84FF-B19CC04654DD},17050117002219,55.29,2019-09-27T12:37:18.000,2012-07-20T00:00:00.000,2,Unnamed trib to Cottonwood Creek,,,,same,DamPermanent,other,15.5,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1175695437475,0.238,,,{60164139-42F6-4757-BCDF-8E544355DFF9},
10443,18907,-122.6443743,44.98885268,18889,20100701,OR01538,OWRD,OR01538,DigDerive,200,20090000,Dam,Devers Reservoir 1,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{4E62066B-8118-4761-ACED-77A4AF9FC49B},17090009012697,55.121,2015-07-10T13:01:43.000,2012-02-23T00:00:00.000,2,,,,,same,DamPermanent,other,16.5,,,,,,,,,same,Todd Bartlem,,,,Private,,same,Unknown,,,same,,,,,,,,,,1226504449882,0.638,,,{70A9CF76-06F0-4FC0-A546-53C14F527527},
10444,18908,-122.7739716,45.0943489,18890,20100701,OR01635,OWRD,OR01635,DigDerive,200,20090000,Dam,Ed Zach A,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{3B41CB8D-D6FA-40F1-B0D7-BB8D09A92D0C},17090009015331,14.146,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,Bocklee Creek,,,,same,DamPermanent,other,18,,,,,,,,,same,Lee Wallace,,,,Private,,same,Unknown,,,same,,,,,,,,,,1227943450944,1.771,,,{B21879CC-A047-4294-B296-5AE0E25AD0E6},
10445,18909,-117.3775101,42.4725418,18891,20190927,OR01715,USBLM-OR-Vale,OR01715,DigDerive,200,20090000,Dam,Five Points Reservoir (BLM),,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{9DCD3EB9-B608-4A2A-864F-77B79CDA059F},17050107001076,56.73,2019-09-27T13:41:59.000,2012-02-21T00:00:00.000,2,Unnamed trib to Little Owyhee River,,,,same,DamPermanent,other,18,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1173632424416,4.551,,,{FE978824-E8C9-4799-87F5-29A45B17F4E8},
10446,18910,-122.7224731,44.9185791,18892,20100701,OR01756,OWRD,OR01756,DigDerive,200,20090000,Dam,Fox No. 2,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{DCBA21F6-EA3A-465B-8026-4B67E2CE7EF3},17090009000829,15.371,2015-07-10T13:00:12.000,2012-07-20T00:00:00.000,2,,,,,same,DamPermanent,other,24,,,,,,,,,same,Tom Fox,,,,Private,,same,Unknown,,,same,,,,,,,,,,1227239449155,0.485,,,{78ADE49B-4B1C-469E-ACBA-6E8461BD0198},
10447,18911,-123.2103781,45.10133787,18893,20100701,OR01767,OWRD,OR01767,DigDerive,200,20090000,Dam,Freeman Reservoir 1,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{796AA252-4180-416C-9A14-6D98C2A72684},17090008003231,27.019,2015-07-10T13:00:12.000,2012-11-15T13:41:40.000,2,Salt Creek,,,,same,DamPermanent,other,11.5,,,,,,,,,same,Mary And Mike Freeman,,,,Private,,same,Unknown,,,same,,,,,,,,,,1232202451614,13.882,,,{0FF0DF2B-41B2-4C2A-8ED5-39BB129CE4A1},
10448,18912,-122.8130722,44.97343826,18894,20100701,OR01786,OWRD,OR01786,DigDerive,200,20090000,Dam,Gehring J.,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{3BF2B67C-E6D6-453F-BC60-DB6F8B7B3814},17090009011285,30.329,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,Drift Creek,,,,same,DamPermanent,other,10,,,,,,,,,same,Jerome Gehring,,,,Private,,same,Unknown,,,same,,,,,,,,,,1228139449731,0.156,,,{C962034F-B1A2-41AF-BBCB-58B8DD25CA91},
10449,18913,-117.1512833,43.08834838,18895,20190927,OR01806,USBLM-OR-Vale,OR01806,DigDerive,200,20090000,Dam,Goodyear Reservoir,,no,Unknown,0,NA,None,,Approximate location of dam structure,{C947870D-C37B-4216-8AF8-8B2C2DD8B1C4},17050108001904,92.178,2019-09-27T12:37:18.000,2012-07-20T00:00:00.000,2,Unnamed trib to Cow Creek,,,,same,DamPermanent,other,15,,296,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1171483430875,0.198,,,{B3968E0B-7E7A-4A92-9C97-5DAA7E23E90C},
10450,18914,-123.2912216,44.02037811,18896,20100701,OR01832,OWRD,OR01832,DigDerive,200,20090000,Dam,Griffith Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{79EA3E3C-D685-4770-AA92-8CD1E66B2F42},17090003001295,95.814,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,,,,,same,DamPermanent,other,17,,,,,,,,,same,Dennis and Barbara Lay,,,,Private,,same,Unknown,,,same,,,,,,,,,,1232855440758,5.946,,,{29700DEA-187E-4193-8AB3-D55E57CDAEED},
10451,18915,-123.6113281,44.33274078,18897,20120511,OR01841,OWRD,OR01841,DigDerive,200,20090000,Dam,Gygi & Engel Reservoir,,no,Blocked,20120511,OtherPartialAssess,Unknown,,Approximate location of dam structure,{39B76EB5-2204-4EDE-BAD2-B27E8B19D19E},17100205004111,9.211,2019-09-30T13:40:19.000,2012-02-24T00:00:00.000,2,Banton Creek,,,,same,DamPermanent,other,14,,,,,,,,,same,Gygi & Engel,,,,Private,,same,Unknown,,,same,,,,,,,,,,1236123443338,0.224,,,{E0370A66-E383-4C6D-9B7F-5FB213F09915},Group 14
10452,18916,-122.3945465,42.27999114,18898,20100701,OR01834,OWRD,OR01834,DigDerive,200,20090000,Dam,Grizzley Creek Reservoir No. 1,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{CD79C82A-7612-4CBB-8C37-124DD26D0388},18010206005877,52.751,2015-07-10T13:00:12.000,2012-02-21T00:00:00.000,2,South Fork Grizzley Creek,,,,same,DamPermanent,other,14,,,,,,,,,same,Henry A. Owens,,,,Private,,same,Unknown,,,same,,,,,,,,,,1224246422731,3.588,,,{4CF11541-954E-4483-B691-8FBB6949FA17},
10453,18917,-123.0269121,45.46189487,18899,20100701,OR01840,OWRD,OR01840,DigDerive,200,20090000,Dam,Guthrie Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{F2248EF3-188C-4F69-9C31-56206D63709B},17090010000429,82.327,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,Davis Creek,,,,same,DamPermanent,other,13,,,,,,,,,same,Robert Z. Gothrie,,,,Private,,same,Unknown,,,same,,,,,,,,,,1229674454782,6.743,,,{306D0179-3268-403C-9EBB-8713D5E9223D},
10454,18918,-122.7515106,42.4186592,18900,20100701,OR01872,OWRD,OR01872,DigDerive,200,20090000,Dam,Harper Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{83D33FD5-8C23-48D1-8028-8DD73F2F5E6C},17100307001385,27.58,2015-07-10T13:00:12.000,2012-02-25T00:00:00.000,2,,,,,same,DamPermanent,other,12,,,,,,,,,same,Hunt Velda,,,,Private,,same,Unknown,,,same,,,,,,,,,,1227362424501,6.132,,,{4A2A2593-BBAB-449F-B297-417C6186ED41},
10455,18919,-123.297348,42.21091842,18901,20100701,OR01883,OWRD,OR01883,DigDerive,200,20090000,Dam,Hartley,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{6728BD47-A7F2-40A0-A50F-704CBA0F833E},17100309004907,90.438,2015-07-10T13:00:12.000,2012-02-20T00:00:00.000,2,Munger Creek,,,,same,DamPermanent,other,10,,,,,,,,,same,Landon Hilliard,,,,Private,,same,Unknown,,,same,,,,,,,,,,1232876422086,0.799,,,{7406C13F-FC54-4780-806E-07CF3764B290},
10456,18920,-122.8207474,45.53876876,18902,20100701,OR01884,OWRD,OR01884,DigDerive,200,20090000,Dam,Hartung Lake,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{F09F39B1-9548-4654-B099-4A91FE6DEE38},17090010000378,71.266,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,Willow Creek,,,,same,DamPermanent,other,12,,,,,,,,,same,Hartung Farms Homeowners Assoc,,,,Private,,same,Unknown,,,same,,,,,,,,,,1228737455117,5.849,,,{374CDA32-8BD8-4A58-B931-3065560D2702},
10457,18921,-123.0392907,45.25244794,18903,20100701,OR01894,OWRD,OR01894,DigDerive,200,20090000,Dam,Hays Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{153E5D80-4503-41CA-A1E7-58E028CCF71E},17090007000381,70.189,2015-07-10T13:00:12.000,2012-02-24T00:00:00.000,2,Unnamed trib to Willamette River,,,,same,DamPermanent,other,15,,,,,,,,,same,Larry Hays Red Hills Lake,,,,Private,,same,Unknown,,,same,,,,,,,,,,1229993452450,4.662,,,{12E2215A-B3BC-408E-AF64-8A0B3B66A4EB},
10458,18922,-123.2897263,43.93106079,18904,20100701,OR01905,OWRD,OR01905,DigDerive,200,20090000,Dam,Henderer Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{FAD1AF15-33F9-4692-AFF4-078DC9B22AAC},17090003005333,67.606,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,Unnamed trib to Hayes Creek,,,,same,DamPermanent,other,17,,,,,,,,,same,Dorothy Fairchild,,,,Private,,same,Unknown,,,same,,,,,,,,,,1232921439340,0.453,,,{5D0B3D4D-92A7-4481-A7D5-4E6E9B8B364A},
10459,18923,-122.6447296,42.37086868,18905,20100701,OR02567,OWRD,OR02567,DigDerive,200,20090000,Dam,Nygren Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{B3CFA28D-38C0-44C2-BB28-D363A2D1AB50},17100307020767,100,2015-07-10T13:00:12.000,2012-02-25T00:00:00.000,2,Unnamed,,,,same,DamPermanent,other,17,,,,,,,,,same,Carl W. Nygren,,,,Private,,same,Unknown,,,same,,,,,,,,,,1226408423702,0.248,,,{C72372AA-C7C8-4BDB-A6E7-C2646B569EBD},
10460,18925,-118.296775,43.52381944,18907,20190927,OR02594,USBLM-OR-Burns,OR02594,DigDerive,200,20090000,Dam,Opie Flat Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{1520534F-A3CB-4952-8270-B73B322F042F},17050116007673,69.344,2019-09-27T12:37:18.000,2012-07-20T00:00:00.000,2,Unnamed trib to Warm Springs Creek,,,,same,DamPermanent,other,14,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1183007435464,2.791,,,{4AF01EB3-25C6-4A69-AB5B-A8A6EF129989},
10461,18926,-117.0695572,42.33356857,18908,20190927,OR02598,USBLM-OR-Vale,OR02598,DigDerive,200,20090000,Dam,Oregon Lake Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{B1515714-376C-4C6D-BEAA-DDF684A8F560},17050107000267,82.813,2019-09-27T13:41:59.000,2012-02-21T00:00:00.000,2,Oregon Lake Creek,,,,same,DamPermanent,other,10.80000019,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1170559423452,2.214,,,{AF0D5321-6A01-498C-B54E-76FA370F14B6},
10462,18927,-119.0943909,42.89714813,18909,20190927,OR02604,USBLM-OR-Burns,OR02604,DigDerive,200,20090000,Dam,Oscar Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{74E7A33C-FA4B-4E89-8A4B-C74EC648D6E2},17120008000283,38.745,2019-09-27T12:37:18.000,2012-02-27T00:00:00.000,2,Unnamed trib to Walls Lake,,,,same,DamPermanent,other,11.5,,270,,,1975,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1190998428767,3.728,,,{AD803955-1A8C-4273-AB2E-BDC778611194},
10463,18928,-120.6012802,42.19607925,18910,20100701,OR02614,OWRD,OR02614,DigDerive,200,20090000,Dam,P & E Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{8E624691-BAA4-49EA-A5E4-DC5A8973F599},18020001000819,47.103,2015-07-10T13:00:12.000,2012-02-21T00:00:00.000,2,Unnamed trib to Antelope Creek,,,,same,DamPermanent,other,10,,,,,,,,,same,Leuden And Nancy Bennett,,,,Private,,same,Unknown,,,same,,,,,,,,,,1205942421962,0.69,,,{E48ACDA2-A951-4330-84CD-EB658393DE1E},
10464,18929,-123.254625,42.24085833,18911,20100701,OR01944,OWRD,OR01944,DigDerive,200,20090000,Dam,Holzhauser Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{7E5B0E36-EB51-4B76-A696-73CF9520506D},17100309001855,77.219,2015-07-10T13:00:12.000,2012-02-20T00:00:00.000,2,Maple Spring Gulch,,,,same,DamPermanent,other,19,,,,,,,,,same,Janeen Armbruster and Vanderwall Trust,,,,Private,,same,Unknown,,,same,,,,,,,,,,1232580422509,0.616,,,{B23416F1-3158-404E-96CE-D35EF95E138C},
10465,18930,-117.6365833,44.96759999,18912,20100701,OR01945,OWRD,OR01945,DigDerive,200,20090000,Dam,Homesite #1,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{3B6F00C5-76BF-47FC-BE9A-328BA30C2C12},17050203003172,57.302,2015-07-10T13:00:12.000,2012-02-21T00:00:00.000,2,Ridley Creek,,,,same,DamPermanent,other,22,,,,,,,,,same,Robert W. and Mary Louise Wirth,,,,Private,,same,Unknown,,,same,,,,,,,,,,1176403449699,0.48,,,{E442F7D7-8990-4D1F-9EA6-2AFBBDE64817},
10466,18931,-120.1864167,45.02843333,18913,20100701,OR01951,OWRD,OR01951,DigDerive,200,20090000,Dam,Hoover Creek Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{46D85440-A3DE-4047-98B3-FA728A5FE669},17070204000548,65.655,2015-07-10T13:00:12.000,2012-02-22T00:00:00.000,2,"Hoover Creek, trib to Butte Creek",,,,same,DamPermanent,other,16,,,,,,,,,same,Homer (orig=Smith),,,,Private,,same,Unknown,,,same,,,,,,,,,,1202366450054,5.98,,,{2A3E039C-5355-4E68-A84B-05DAB20CE8D8},
10467,18932,-117.2251892,42.65624999,18914,20190927,OR01998,USBLM-OR-Vale,OR01998,DigDerive,200,20090000,Dam,Indian Canyon Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{3C9CB74D-3163-4EBB-A1B0-8B1D5E7BB0DA},17050107000435,79.673,2019-09-27T12:37:18.000,2012-02-21T00:00:00.000,2,Indian Canyon,,,,same,DamPermanent,other,10,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1172460426477,2.568,,,{29FC5E76-6A7D-4B37-BE8D-044FA3D886C7},
10468,18933,-123.6991119,42.07223892,18915,20100701,OR01999,OWRD,OR01999,DigDerive,200,20090000,Dam,Indian Lake,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{62A4A83D-404E-4A10-9667-A88D2B27AE31},17100311000761,30.087,2015-07-10T13:00:12.000,2012-02-20T00:00:00.000,2,O'Brien Creek,,,,same,DamPermanent,other,10,,,,,,,,,same,Delbert OBrien,,,,Private,,same,Unknown,,,same,,,,,,,,,,1236862420756,1.156,,,{03BA1FF8-73E5-43E5-BB0B-F132DF045920},
10469,18934,-122.93405,45.43683611,18916,20100701,OR02020,OWRD,OR02020,DigDerive,200,20090000,Dam,Jackson Reservoir (Washington),,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{E4A96478-C848-479C-BC3B-9EA14EFD8ABA},17090010003792,5.719,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,Jackson Creek,,,,same,DamPermanent,other,10,,,,,,,,,same,Marie Jackson,,,,Private,,same,Unknown,,,same,,,,,,,,,,1229356454350,0.284,,,{720BF79A-6FD2-41DE-9468-759D0F1860D4},
10470,18935,-119.7813797,43.04433059,18917,20190927,OR02042,USBLM-OR-Lakeview,OR02042,DigDerive,200,20090000,Dam,Jim Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{A8720382-CF71-4571-A5F7-86855B2CCD45},17120005004723,92.797,2019-09-27T13:41:59.000,2012-02-26T00:00:00.000,2,Unnamed trib to Dry Valley,,,,same,DamPermanent,other,12.80000019,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1197806430444,0.115,,,{4ACA19C0-C68A-4652-84A2-CAB2E71C5C10},
10471,18936,-122.8193893,44.36978149,18918,20100701,OR02051,OWRD,OR02051,DigDerive,200,20090000,Dam,Johnson Creek Reservoir (Linn),,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{7043123A-ED58-4228-A879-000069BE2D73},17090003001040,7.346,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,Johnson Creek,,,,same,DamPermanent,other,10,,,,,,,,,same,Joe Cota,,,,Private,,same,Unknown,,,same,,,,,,,,,,1228215443610,1.407,,,{ACAB055F-9749-4232-8E3E-B32D9F412762},
10472,18937,-122.7206802,42.2149887,18919,20100701,OR02061,OWRD,OR02061,DigDerive,200,20090000,Dam,Jones & Bryant Reservoir,,no,UnkAnad,0,NA,Unknown,,Approximate location of dam structure,{6FA536AE-DB98-4C2D-8F14-7552C320A3C9},17100308000124,76.373,2015-07-10T13:00:12.000,2008-05-08T11:24:44.000,2,Bear Creek,,,,same,DamPermanent,other,10,,,,,,,,,same,City of Ashland,,,,Private,,same,Unknown,,,same,,,,,,,,,,1229691424326,36.673,,,{86927D65-ED42-4F2C-A676-87C45BBE3FED},
10473,18938,-117.4268799,44.34159088,18920,20100701,OR02103,OWRD,OR02103,DigDerive,200,20090000,Dam,Kivett 1,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{824E7289-9A53-47E5-AD92-25A913AB2A59},17050201003330,100,2015-07-10T13:00:12.000,2012-02-19T00:00:00.000,2,Unnamed trib to Birch Creek,,,,same,DamPermanent,other,18,,,,,,,,,same,Hammond Ranch #4,,,,Private,,same,Unknown,,,same,,,,,,,,,,1174285443412,0.02,,,{675A480C-D9E1-40BF-A79E-60ED5D62CBE0},
10474,18939,-117.4203033,44.34046936,18921,20100701,OR02104,OWRD,OR02104,DigDerive,200,20090000,Dam,Kivett 2,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{CC691FD3-23D4-4D2A-B5D3-58A2F5B07E4B},17050201000801,8.759,2015-07-10T13:00:12.000,2012-02-19T00:00:00.000,2,Unnamed trib to Birch Creek,,,,same,DamPermanent,other,17,,,,,,,,,same,Hammond Ranch #4,,,,Private,,same,Unknown,,,same,,,,,,,,,,1174148443443,0.266,,,{F6DB9BF9-C493-4E96-96F5-6EF9EE7A3D98},
10475,18940,-122.6605377,45.15636062,18922,20100701,OR02124,OWRD,OR02124,DigDerive,200,20090000,Dam,Kyllo Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{5A6A32F6-BE06-4A48-96CD-E62BA1DDA45D},17090009015367,13.583,2015-07-10T13:00:12.000,2012-02-23T00:00:00.000,2,Unnamed,,,,same,DamPermanent,other,21,,,,,,,,,same,Henry Kyllo,,,,Private,,same,Unknown,,,same,,,,,,,,,,1227036451717,4.214,,,{CF997BEB-3176-4B13-9BD4-B60640B4BAA5},
10476,18941,-117.4803467,43.82963943,18923,20190927,OR02025,USBLM-OR-Vale,OR02025,DigDerive,200,20090000,Dam,Jag Spring Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{356DDFD4-F3F6-4B15-815D-F57461AD241C},17050117004423,35.781,2019-09-27T12:37:18.000,2012-07-20T00:00:00.000,2,Unnamed trib to Sand Hollow Creek,,,,same,DamPermanent,other,15.30000019,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1174153438556,7.711,,,{4FE6763D-6578-4BE7-9278-849C5164A212},
10477,18942,-117.371666,42.10833358,18924,20190927,OR02035,USBLM-OR-Vale,OR02035,DigDerive,200,20090000,Dam,Jeffs Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{55C4478C-4235-4857-B36D-03058F70DEBD},17050107000197,84.652,2019-09-27T12:37:18.000,1899-12-30T00:00:00.000,2,Unnamed trib to Owyhee River,,,,same,DamPermanent,other,22,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1173337421212,4.74,,,{F12D205C-BD21-4C40-BA74-8F1A76A03633},
10478,18943,-120.3107028,44.08428055,18925,20100701,OR02080,OWRD,OR02080,DigDerive,200,20090000,Dam,Keeney Creek,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{F6F19375-D006-4171-AF10-5B350912CF4A},17070304009497,100,2015-07-10T13:00:12.000,2012-02-22T00:00:00.000,2,Keeney & Drake Creeks,,,,same,DamPermanent,other,13,,,,,,,,,same,F.S. McCullough,,,,Private,,same,Unknown,,,same,,,,,,,,,,1203086440917,1.03,,,{7B2FA36C-87FA-4F86-B29C-8A3E898CC696},
10479,18944,-119.6522827,42.88740158,18926,20190927,OR04052,USBLM-OR-Lakeview,OR04052,DigDerive,200,20090000,Dam,Kit Canyon Reservoir,,no,Unknown,0,NA,Unknown,,Approximate location of dam structure,{1361C983-7FE8-426B-9009-B41D9752A6B6},17120007000575,41.572,2019-09-27T12:37:18.000,2012-02-20T00:00:00.000,2,Kit Canyon,,,,same,DamPermanent,other,14,,,,,,,,,same,U.S. Bureau of Land Management,,,,Federal,,same,Unknown,,,same,,,,,,,,,,1196448428895,0.769,,,{53901C7B-EF0C-457B-A20F-D84484F603BC},
